_record_id;_geometry;_latitude;_longitude
ef548dcd-418b-4e74-87aa-2d4dfd8068b8;"SRID=4326;POINT(-78.4781751326 -0.161445693989)";-0.16144;-78.478175
f3df7625-4900-443e-a480-acae72779338;"SRID=4326;POINT(-78.4870391619 -0.16136827413)";-0.16136;-78.487039
d165e332-b09d-41b4-bf9c-7ee67546e138;"SRID=4326;POINT(-78.4705369547 -0.160771397378)";-0.16077;-78.470536
13642751-e972-4ffb-9fc1-d78971fb3fe6;"SRID=4326;POINT(-78.4705899283 -0.160729488027)";-0.16072;-78.470589
a076d4fb-ef79-4972-b089-1c35ce9b5d3e;"SRID=4326;POINT(-78.4921914339 -0.160607112722)";-0.16060;-78.492191
99961b21-a5db-43d8-b907-c565e63094ef;"SRID=4326;POINT(-78.4625637532 -0.160468770191)";-0.16046;-78.462563
936fb040-6208-4111-b09d-9446df9b6ea4;"SRID=4326;POINT(-78.4906391054 -0.159919128801)";-0.15991;-78.490639
fb1fd146-ae71-4eb2-a5ad-c26c3034a3e9;"SRID=4326;POINT(-78.4666974052 -0.15949059005)";-0.15949;-78.466697
753a440e-d132-4a3a-81c6-59eb148e24d6;"SRID=4326;POINT(-78.4616849944 -0.159309934442)";-0.15930;-78.461684
364eec46-0a14-4d23-bfcd-d74eb551be3c;"SRID=4326;POINT(-78.4631300575 -0.158999698205)";-0.15899;-78.463130
589ffc64-015b-449d-97ac-e60fcd2fb7c8;"SRID=4326;POINT(-78.4757927433 -0.158877094631)";-0.15887;-78.475792
d37ec7d3-8419-4218-bc30-de2f2c7c85d9;"SRID=4326;POINT(-78.4630128556 -0.158837777563)";-0.15883;-78.463012
363fbcd7-40a4-4dd3-832e-8b0ab76ca2d7;"SRID=4326;POINT(-78.4585424513 -0.158535784843)";-0.15853;-78.458542
80655e73-7c35-42bb-aa95-aebfe228edb1;"SRID=4326;POINT(-78.4745190293 -0.158482476143)";-0.15848;-78.474519
e4b591ac-8045-4af3-b3a3-125955b35e76;"SRID=4326;POINT(-78.4887677618 -0.158046274446)";-0.15804;-78.488767
3f553b06-99d1-41ac-9e4c-0adb6b1c48e8;"SRID=4326;POINT(-78.4437956661 -0.157948048034)";-0.15794;-78.443795
857c10e3-2b40-4986-869b-4c62508c632e;"SRID=4326;POINT(-78.4614774449 -0.157837033501)";-0.15783;-78.461477
d1e77c96-c2cd-4926-904a-68fcecc438f8;"SRID=4326;POINT(-78.4774126299 -0.157796284184)";-0.15779;-78.477412
c1889e04-7569-495f-a620-a8cd8552a9cf;"SRID=4326;POINT(-78.4770996496 -0.157655688361)";-0.15765;-78.477099
7754d2b1-ca36-48aa-84f6-fb35bbc1cc46;"SRID=4326;POINT(-78.4941526317 -0.157607523725)";-0.15760;-78.494152
c2469829-f478-4085-ba62-a3e3c706502f;"SRID=4326;POINT(-78.4893538245 -0.157537744381)";-0.15753;-78.489353
73a2761e-4cfb-44ca-a535-d25203835155;"SRID=4326;POINT(-78.4893969913 -0.157479657792)";-0.15747;-78.489396
0443d4f4-04c8-44aa-94bd-6a76ff72811b;"SRID=4326;POINT(-78.4941960499 -0.157476316311)";-0.15747;-78.494196
f00946f0-e547-47d0-a79c-70063d93f8d6;"SRID=4326;POINT(-78.4893831611 -0.157464067452)";-0.15746;-78.489383
704d0804-f272-422f-be82-22d203a6ebe4;"SRID=4326;POINT(-78.4894705844 -0.157276564278)";-0.15727;-78.489470
da9473de-ae21-4e48-bdd7-def0419bb486;"SRID=4326;POINT(-78.4779911489 -0.15724173747)";-0.15724;-78.477991
00d0c95a-cdb9-4bb9-8ba5-018d8c8547af;"SRID=4326;POINT(-78.4791234602 -0.157060394995)";-0.15706;-78.479123
bf70391b-645b-49c9-b070-bafba8672390;"SRID=4326;POINT(-78.4786701669 -0.156836807728)";-0.15683;-78.478670
abdfe4d0-8469-4a9c-b8ae-f6616fd806cb;"SRID=4326;POINT(-78.4641806223 -0.156244290993)";-0.15624;-78.464180
2362835c-2e23-445f-b33d-c874c1f403d3;"SRID=4326;POINT(-78.4582899884 -0.156187671237)";-0.15618;-78.458289
74591c67-7c1b-4e80-8524-11774bab9c7c;"SRID=4326;POINT(-78.4964229539 -0.15611074176)";-0.15611;-78.496422
81fb9a9c-2b81-49f4-aa77-dcb8c1d851ea;"SRID=4326;POINT(-78.4764865973 -0.156026319601)";-0.15602;-78.476486
d359bd1d-e828-4e4a-bc09-cf6f5285d8be;"SRID=4326;POINT(-78.4965634346 -0.155945115967)";-0.15594;-78.496563
8d89cfa0-cb7a-457e-9bc3-1e0ddeac980d;"SRID=4326;POINT(-78.4907420352 -0.155843862952)";-0.15584;-78.490742
2eee6d82-2aca-4f26-b10a-57186768d3e3;"SRID=4326;POINT(-78.4411915764 -0.155528704556)";-0.15552;-78.441191
bf8ef4c2-ccfe-4041-b0b7-a0bbb896e597;"SRID=4326;POINT(-78.4381237999 -0.155466008151)";-0.15546;-78.438123
378de495-75bb-40c3-9594-5161d21e2f70;"SRID=4326;POINT(-78.4411724658 -0.155437281355)";-0.15543;-78.441172
ba0e924b-44a7-46e9-b98b-7d980305dde2;"SRID=4326;POINT(-78.4932760522 -0.153871440702)";-0.15387;-78.493276
f70ac7af-a426-489b-9fa9-389b99fdf9f9;"SRID=4326;POINT(-78.4837203473 -0.153656194203)";-0.15365;-78.483720
aaf27ccc-5c6e-44aa-bbb6-5e38f537795c;"SRID=4326;POINT(-78.4958855063 -0.153297450035)";-0.15329;-78.495885
a6d53e9f-8569-436c-b39b-4e48143c48c2;"SRID=4326;POINT(-78.4707110924 -0.152965785549)";-0.15296;-78.470711
48935629-e75a-4630-9130-927167d3eda9;"SRID=4326;POINT(-78.4967495967 -0.152732189745)";-0.15273;-78.496749
d23400a3-6783-4890-ba25-b2457d8f844d;"SRID=4326;POINT(-78.4954744577 -0.152510224492)";-0.15251;-78.495474
220f4c26-8ab1-4933-8fc0-7d0f8b4c1f7f;"SRID=4326;POINT(-78.4994454682 -0.152335546248)";-0.15233;-78.499445
64263d75-02b8-44a6-b90e-91c090ac2941;"SRID=4326;POINT(-78.4944498539 -0.151495011952)";-0.15149;-78.494449
15432060-9983-4db8-a961-5707b7394c60;"SRID=4326;POINT(-78.5024200381 -0.151389450766)";-0.15138;-78.502420
0d69826d-caff-4d96-9611-c2e331a47f08;"SRID=4326;POINT(-78.502424229 -0.151354959235)";-0.15135;-78.502424
d71db707-d2e6-49a7-be9c-f16a930b571e;"SRID=4326;POINT(-78.4657378122 -0.150980029616)";-0.15098;-78.465737
f8a7f7e4-9bf6-4276-b6da-222bfa605eee;"SRID=4326;POINT(-78.4747320135 -0.150866922923)";-0.15086;-78.474732
05f6e76b-4eef-4bee-8999-1ad57b3b23de;"SRID=4326;POINT(-78.4731326625 -0.150772542693)";-0.15077;-78.473132
ae09aa19-457d-49bd-b63c-72116bfcf806;"SRID=4326;POINT(-78.4367984259 -0.150757179739)";-0.15075;-78.436798
61eb43ee-f07b-4d92-a81d-83bb1826a97e;"SRID=4326;POINT(-78.479881771 -0.150444223546)";-0.15044;-78.479881
f2014b04-b9c4-4c06-a9af-5e4550d4af6d;"SRID=4326;POINT(-78.4800121933 -0.150410397446)";-0.15041;-78.480012
ecb67089-6614-4089-9485-e90001d72420;"SRID=4326;POINT(-78.4350954183 -0.15002487693)";-0.15002;-78.435095
6f6850f8-b531-4733-b106-5960ae41ed29;"SRID=4326;POINT(-78.4751563892 -0.149945706331)";-0.14994;-78.475156
275f1137-d620-45b8-9c8e-a09110fa7562;"SRID=4326;POINT(-78.389572 -0.149844)";-0.149844;-78.389572
aa7200da-b03b-417b-93ec-2bcb01de9053;"SRID=4326;POINT(-78.4832888469 -0.149829701188)";-0.14982;-78.483288
5b564400-abb5-4af1-9e65-71acc93ee1dc;"SRID=4326;POINT(-78.4654131431 -0.149462235145)";-0.14946;-78.465413
94257941-cc89-44c6-8c79-0450174e8eef;"SRID=4326;POINT(-78.4816504364 -0.149236558937)";-0.14923;-78.481650
ab3f8e3d-21cd-4d2f-ba8c-1912198cc766;"SRID=4326;POINT(-78.4816739095 -0.149163662331)";-0.14916;-78.481673
14d3241f-9009-4b84-92ba-0a77851b9950;"SRID=4326;POINT(-78.4687298164 -0.149056892344)";-0.14905;-78.468729
0d67c255-0981-4010-a36e-5f114dd12127;"SRID=4326;POINT(-78.4796174424 -0.148951711302)";-0.14895;-78.479617
5e020021-24a0-4973-aacf-a9135d08b790;"SRID=4326;POINT(-78.4788446694 -0.148778587223)";-0.14877;-78.478844
2d7b9143-2765-43e5-aa14-30522c3bb3ef;"SRID=4326;POINT(-78.4831800499 -0.14871776104)";-0.14871;-78.483180
3d968f88-5464-4f3a-838f-c95a34a37fce;"SRID=4326;POINT(-78.4830365517 -0.148329301737)";-0.14832;-78.483036
57ad26dd-8b44-4ec9-8297-94b058d8678d;"SRID=4326;POINT(-78.4600929668 -0.147772406652)";-0.14777;-78.460092
840a4ba7-0132-4073-b938-874c7ef3f4c0;"SRID=4326;POINT(-78.4599152415 -0.147708865671)";-0.14770;-78.459915
89d68a0e-aad3-47b9-84ea-4f1e5756a9b8;"SRID=4326;POINT(-78.4805083182 -0.147694456391)";-0.14769;-78.480508
85d9df70-0665-4e63-be30-017fd418aec3;"SRID=4326;POINT(-78.4804893751 -0.147685781121)";-0.14768;-78.480489
8f858333-b3f6-4595-9e3d-05bdbd5477be;"SRID=4326;POINT(-78.4433148801 -0.147527367776)";-0.14752;-78.443314
a60d7c5f-fb6a-435f-8e34-ccee12a9860e;"SRID=4326;POINT(-78.503418155 -0.147499204675)";-0.14749;-78.503418
7e92549f-8688-4428-a53e-efa3f1314b51;"SRID=4326;POINT(-78.4433631599 -0.147372805994)";-0.14737;-78.443363
4743057a-588c-46b1-b864-19ec10a97dd0;"SRID=4326;POINT(-78.5049704835 -0.146930242966)";-0.14693;-78.504970
037e447f-fac6-4b17-bd87-a1bcbfe46944;"SRID=4326;POINT(-78.4684921057 -0.146850943566)";-0.14685;-78.468492
48cef9b5-686a-4fd1-8f70-116fe1489c6a;"SRID=4326;POINT(-78.4578846396 -0.146766412072)";-0.14676;-78.457884
92537cb4-2d88-433e-92b2-6adba1c233fb;"SRID=4326;POINT(-78.4575524648 -0.146683389321)";-0.14668;-78.457552
4d09b8b7-0b4d-43a5-869e-84094fcfa3e8;"SRID=4326;POINT(-78.4764706716 -0.146680463071)";-0.14668;-78.476470
9f2ce7dd-e1bb-496d-9f07-51a2edbe2395;"SRID=4326;POINT(-78.4724023306 -0.146604063845)";-0.14660;-78.472402
aebfa8f3-018c-43e6-b912-746f88db1c81;"SRID=4326;POINT(-78.4599748348 -0.146528407931)";-0.14652;-78.459974
cc4d9a76-9042-48ca-9e88-754471a0cad7;"SRID=4326;POINT(-78.4726892599 -0.146513278596)";-0.14651;-78.472689
d3839c80-b2c3-46ba-b08b-9c6f858ecebb;"SRID=4326;POINT(-78.4590357263 -0.146445469)";-0.14644;-78.459035
95d8209a-8174-4f41-abb0-6c13ec5505a3;"SRID=4326;POINT(-78.4975997731 -0.14580003083)";-0.14580;-78.497599
99020828-9ed4-4901-be3d-540e089f223e;"SRID=4326;POINT(-78.4975548461 -0.14579600753)";-0.14579;-78.497554
0e702090-9f3d-4460-9fb4-4d76672afce5;"SRID=4326;POINT(-78.4701711874 -0.14561241397)";-0.14561;-78.470171
be60a3f0-2262-4de1-8407-0acfcfc9d80b;"SRID=4326;POINT(-78.4577712954 -0.145219621379)";-0.14521;-78.457771
2db0e999-2c52-4ca5-9958-ac958eb58ef1;"SRID=4326;POINT(-78.4698885307 -0.145202684216)";-0.14520;-78.469888
936351f9-2521-4aef-b202-68b809b37e70;"SRID=4326;POINT(-78.4817197546 -0.145126127987)";-0.14512;-78.481719
2f3b6236-00d4-4777-9492-4dc96103baa0;"SRID=4326;POINT(-78.4785879403 -0.144666801162)";-0.14466;-78.478587
7d9ae3d9-8241-4822-9614-68ca89db17c1;"SRID=4326;POINT(-78.5042861012 -0.144490515813)";-0.14449;-78.504286
564369eb-2458-46b4-87f0-5bb6ff1ee5b2;"SRID=4326;POINT(-78.4787334502 -0.144097168831)";-0.14409;-78.478733
5516eeaf-92eb-4898-ad67-f3ec6d58b9e4;"SRID=4326;POINT(-78.5041641444 -0.144042518995)";-0.14404;-78.504164
bc3aeb4b-ff1e-45fc-97af-99c72bc09e55;"SRID=4326;POINT(-78.5042055511 -0.144033282995)";-0.14403;-78.504205
e389b6a8-aeae-4f84-955c-67bf887c5641;"SRID=4326;POINT(-78.471197784 -0.143402041868)";-0.14340;-78.471197
1e0e9f3f-867e-4c24-a8e5-f9561aefeda3;"SRID=4326;POINT(-78.4730708879 -0.143176652491)";-0.14317;-78.473070
5880996e-e821-4ad5-8ac9-19b1145b0a31;"SRID=4326;POINT(-78.4317890927 -0.143138952671)";-0.14313;-78.431789
1ef8e18e-3525-4760-90ee-c296dc0906e2;"SRID=4326;POINT(-78.4632899613 -0.142602366395)";-0.14260;-78.463289
4041f057-f556-4861-b01e-d20f2621e0b4;"SRID=4326;POINT(-78.4323992953 -0.142235051036)";-0.14223;-78.432399
b6caa978-5a7d-418c-82e6-a50a680c9ec7;"SRID=4326;POINT(-78.4953912255 -0.142222372815)";-0.14222;-78.495391
23a1e1d9-8c23-48a0-9a35-f3c10824a35b;"SRID=4326;POINT(-78.4372825921 -0.142199176601)";-0.14219;-78.437282
ec6f1d29-4acd-49a9-a00e-79a8b2037517;"SRID=4326;POINT(-78.4636637893 -0.141496622649)";-0.14149;-78.463663
f817a52c-a059-46d8-a08a-72ecc47d178b;"SRID=4326;POINT(-78.4797266812 -0.141460648174)";-0.14146;-78.479726
dcf41359-276a-4ec2-945b-c12dfa3dae06;"SRID=4326;POINT(-78.4705597077 -0.141141636421)";-0.14114;-78.470559
d16435d5-9d1f-47aa-9786-9d6d4f3cefba;"SRID=4326;POINT(-78.4730337561 -0.14100573957)";-0.14100;-78.473033
e30a12ad-2d8e-412c-8384-437b675cb817;"SRID=4326;POINT(-78.4727341031 -0.140975690447)";-0.14097;-78.472734
eacaa2a5-6a10-4285-954f-6b45f949c9e0;"SRID=4326;POINT(-78.4141803905 -0.140730336366)";-0.14073;-78.414180
dd255f34-cb07-4c34-88e4-396d26a24f45;"SRID=4326;POINT(-78.4748310038 -0.140691041015)";-0.14069;-78.474831
579dd992-fa49-4d60-af16-9d0f539b12a5;"SRID=4326;POINT(-78.5015496612 -0.140660263867)";-0.14066;-78.501549
42e44cc2-6c19-4175-990f-d99468058110;"SRID=4326;POINT(-78.4693101794 -0.140575774537)";-0.14057;-78.469310
b615ecaa-aeb9-4d88-8670-878fe8cd4d60;"SRID=4326;POINT(-78.4700855777 -0.140571585598)";-0.14057;-78.470085
fc55bcf6-279a-4cd0-abb2-961779139c09;"SRID=4326;POINT(-78.4145310894 -0.140522130518)";-0.14052;-78.414531
b75ed495-975b-4cb5-b1d4-6a6a48bfb352;"SRID=4326;POINT(-78.4673129395 -0.140470429324)";-0.14047;-78.467312
0e1c00e1-9720-4bca-9000-0674d29cc3d0;"SRID=4326;POINT(-78.4784944244 -0.140466921209)";-0.14046;-78.478494
9e50b531-c03f-4435-8ba4-504ffaabe38d;"SRID=4326;POINT(-78.4688552096 -0.14041484248)";-0.14041;-78.468855
a1fb6b9e-e6d1-42e4-a766-f1163eac3cb8;"SRID=4326;POINT(-78.4652109259 -0.140387071297)";-0.14038;-78.465210
3b867cb1-2ec5-4b06-a279-c463d9f6995f;"SRID=4326;POINT(-78.4634991735 -0.139465343321)";-0.13946;-78.463499
c956d9cd-c141-41a5-bb1b-a4a876732aa3;"SRID=4326;POINT(-78.412870802 -0.139153202169)";-0.13915;-78.412870
84a3dd29-c8c7-4510-abaf-4b33e1fc3d05;"SRID=4326;POINT(-78.460825532 -0.138801981191)";-0.13880;-78.460825
5dec0a5d-7b8e-4b4d-a30b-2fad6e08e15d;"SRID=4326;POINT(-78.4342426434 -0.13868046422)";-0.13868;-78.434242
9b051122-130c-4edf-86e6-b0fb580ddc21;"SRID=4326;POINT(-78.4803351901 -0.138689271047)";-0.13868;-78.480335
df707083-8034-4c82-9b93-ed932a4fc1b6;"SRID=4326;POINT(-78.4325709823 -0.138617155757)";-0.13861;-78.432570
0aae4e3d-6578-4599-9d1a-795ecfff9214;"SRID=4326;POINT(-78.4719770664 -0.138309957665)";-0.13830;-78.471977
1dd04540-f62e-4d85-a240-3558244cc0dc;"SRID=4326;POINT(-78.4666279803 -0.138210259883)";-0.13821;-78.466627
a7590274-2193-4796-bf60-45398100e724;"SRID=4326;POINT(-78.41862984 -0.137401054233)";-0.137401;-78.418629
e5f0b42b-990f-4a89-bfdb-9205b3ab18ed;"SRID=4326;POINT(-78.463996388 -0.136828739524)";-0.13682;-78.463996
a3ad1c20-fc5b-45f8-843e-ea656b7a148e;"SRID=4326;POINT(-78.4850520641 -0.136723798395)";-0.13672;-78.485052
570f458f-6d17-4a48-bff6-a495d67c886d;"SRID=4326;POINT(-78.4832924512 -0.136642497964)";-0.13664;-78.483292
a2d5b087-73cd-4288-ab2f-3f53ea896dda;"SRID=4326;POINT(-78.4832137451 -0.136602764057)";-0.13660;-78.483213
172c7585-85e7-499e-89d1-946eacb225d5;"SRID=4326;POINT(-78.4842296318 -0.136514003389)";-0.13651;-78.484229
2001b20f-cc28-4eb9-bbaa-76af3a6b6ac9;"SRID=4326;POINT(-78.4801900574 -0.13638492208)";-0.13638;-78.480190
9d04a6ef-d749-40cb-93ac-40fdd9e85ac9;"SRID=4326;POINT(-78.48023884 -0.136319121258)";-0.13631;-78.480238
73357c2e-9645-4229-ac94-75bde92d6476;"SRID=4326;POINT(-78.417205587 -0.13605123639)";-0.13605;-78.417205
1f9f62d5-8402-4032-982d-718a55a789ad;"SRID=4326;POINT(-78.4797308967 -0.135835989722)";-0.13583;-78.479730
ba1889ce-a647-4422-b3ec-a7268067a0a6;"SRID=4326;POINT(-78.4634626766 -0.135809813171)";-0.13580;-78.463462
3d1e1976-c820-4ad2-a551-a3573970ff90;"SRID=4326;POINT(-78.4186227155 -0.135444095358)";-0.13544;-78.418622
3b72083a-5fec-43ad-9aa2-a592b5e86c83;"SRID=4326;POINT(-78.4583530203 -0.135311954603)";-0.13531;-78.458353
8d7128cd-10c9-49df-bc50-fe7906098d99;"SRID=4326;POINT(-78.4587125202 -0.135207390413)";-0.13520;-78.458712
7d047e3d-d18f-44e4-9b0a-431e751f4a82;"SRID=4326;POINT(-78.4799503349 -0.135101024062)";-0.13510;-78.479950
b7433209-51dc-4b01-a69f-6cf1bd99ead0;"SRID=4326;POINT(-78.4799335711 -0.135096120648)";-0.13509;-78.479933
836cbc23-bd4b-4ba6-b040-643894b07c16;"SRID=4326;POINT(-78.4403017536 -0.135012553855)";-0.13501;-78.440301
b464caca-52d5-4c87-8e07-90c9b14c68f6;"SRID=4326;POINT(-78.5032599047 -0.134880120152)";-0.13488;-78.503259
e9f46e0b-c9d4-4ad3-9c99-06605587b1c7;"SRID=4326;POINT(-78.4799303859 -0.134259525753)";-0.13425;-78.479930
8fbfe10a-d065-415a-ac38-74ba88d0ddf1;"SRID=4326;POINT(-78.4799739719 -0.134204830974)";-0.13420;-78.479973
a5631814-58dc-4565-b389-f25b75a2e3e2;"SRID=4326;POINT(-78.4616253152 -0.133391833503)";-0.13339;-78.461625
ca6e89d6-c618-4ec7-8c30-c13af161877e;"SRID=4326;POINT(-78.4616122395 -0.133374734467)";-0.13337;-78.461612
3e60c4a3-b409-48b8-ae7a-55bd77b96149;"SRID=4326;POINT(-78.4836254055 -0.133296040645)";-0.13329;-78.483625
3ddea7dc-9b52-4e2b-b7fc-3a8587ee00fe;"SRID=4326;POINT(-78.4648614004 -0.133084721402)";-0.13308;-78.464861
7a875d53-1cf6-43cf-a0e6-97b9bf0ce7c2;"SRID=4326;POINT(-78.4649917391 -0.132841765881)";-0.13284;-78.464991
716dd533-ab3d-4d8d-ad1e-2ef39c677c30;"SRID=4326;POINT(-78.4922273085 -0.132621035765)";-0.13262;-78.492227
5905101f-9eae-4662-99bb-3cd9e2a4e832;"SRID=4326;POINT(-78.4855807946 -0.132438847795)";-0.13243;-78.485580
af8f0a9c-5a7d-46b4-83ac-cba66215597f;"SRID=4326;POINT(-78.4561787546 -0.132232736796)";-0.13223;-78.456178
364bb484-5bb3-4523-8f15-a34dff00ce49;"SRID=4326;POINT(-78.4863635805 -0.131706227549)";-0.13170;-78.486363
c185ce3b-93ce-497f-b131-cdacad2d2778;"SRID=4326;POINT(-78.4863847867 -0.13163197382)";-0.13163;-78.486384
392ba8ec-6607-461f-ae16-7feea7669145;"SRID=4326;POINT(-78.4712267016 -0.130788828246)";-0.13078;-78.471226
60e7a800-31d9-43aa-a400-52dd85b6e830;"SRID=4326;POINT(-78.48591004 -0.13047427)";-0.13047;-78.485910
fc491808-84aa-4003-9980-f30dec368ede;"SRID=4326;POINT(-78.4858826269 -0.130467549898)";-0.13046;-78.485882
4cf23045-cc9d-47ba-9f18-4fe70501b34b;"SRID=4326;POINT(-78.4832060337 -0.130312330433)";-0.13031;-78.483206
39d145de-7b19-4ff4-af91-669b3c11934f;"SRID=4326;POINT(-78.483219361 -0.130294798873)";-0.13029;-78.483219
dee538ff-cdaa-40e3-8702-e32a4641c727;"SRID=4326;POINT(-78.4681853892 -0.128817170293)";-0.12881;-78.468185
99128dd6-2015-47e6-b423-ff492dfe5143;"SRID=4326;POINT(-78.4863167256 -0.128767381989)";-0.12876;-78.486316
89ddd456-b079-4202-8ae8-4d28c957e299;"SRID=4326;POINT(-78.4685936943 -0.128634277702)";-0.12863;-78.468593
f4365322-95da-4058-97e7-59ec2b3f5d81;"SRID=4326;POINT(-78.4817174078 -0.128550105728)";-0.12855;-78.481717
c8ef5d03-b545-4419-a9eb-71e3790a23f0;"SRID=4326;POINT(-78.4679590166 -0.128479045246)";-0.12847;-78.467959
fce328f3-8fe0-43ec-8327-bd70c730f714;"SRID=4326;POINT(-78.4636342898 -0.128034470216)";-0.12803;-78.463634
70351a26-77a6-442a-a52a-2514af0c710f;"SRID=4326;POINT(-78.4810355478 -0.127739218323)";-0.12773;-78.481035
472df618-b6c1-4db5-97df-ae8299212403;"SRID=4326;POINT(-78.4837692976 -0.127470201897)";-0.12747;-78.483769
c3b3ef7a-6eb4-4988-8cea-b356c2158786;"SRID=4326;POINT(-78.4837730695 -0.127299358137)";-0.12729;-78.483773
42df1e57-cd33-49bc-9ade-bc7fa07f4ba2;"SRID=4326;POINT(-78.4712579661 -0.127167385072)";-0.12716;-78.471257
554089ad-444f-4b9b-850d-786cea20903d;"SRID=4326;POINT(-78.4681678936 -0.12679495744)";-0.12679;-78.468167
6f6a4047-fdad-4d4d-836a-1696147ab3f0;"SRID=4326;POINT(-78.4961426631 -0.126533777975)";-0.12653;-78.496142
101eaa02-6092-458e-8c0d-4a22c37d93de;"SRID=4326;POINT(-78.4603011423 -0.126002049074)";-0.12600;-78.460301
b5621669-1f46-4e25-bfc2-5b6f718c389a;"SRID=4326;POINT(-78.4715816752 -0.12549854815)";-0.12549;-78.471581
7033b2de-a47d-4de3-b2a4-af73efa95653;"SRID=4326;POINT(-78.4895655513 -0.125162501924)";-0.12516;-78.489565
5e7467c2-d50f-45a1-8bdd-5c9811753967;"SRID=4326;POINT(-78.4884588048 -0.12514272068)";-0.12514;-78.488458
0eccba1d-4b55-4f3c-be1c-29879e742673;"SRID=4326;POINT(-78.4895571695 -0.125119057484)";-0.12511;-78.489557
ff0be14f-4c0d-4259-9c94-6c845cefc991;"SRID=4326;POINT(-78.469661884 -0.125020680461)";-0.12502;-78.469661
5ea753ce-e6f2-4270-a831-8f0d0f54fd90;"SRID=4326;POINT(-78.4649257734 -0.124925126992)";-0.12492;-78.464925
6dac34e4-de29-46bc-839a-b97e6d4ffd3b;"SRID=4326;POINT(-78.4701030236 -0.124586932361)";-0.12458;-78.470103
8da91bca-7fbe-420c-a3bd-d62b13019cd0;"SRID=4326;POINT(-78.4701243975 -0.124575071968)";-0.12457;-78.470124
608dc91c-7df6-4245-9e8f-bc6a60ea2bce;"SRID=4326;POINT(-78.4682352841 -0.124498656769)";-0.12449;-78.468235
9c860162-84da-47c5-acab-3c53b4b753a8;"SRID=4326;POINT(-78.4700812307 -0.124488067813)";-0.12448;-78.470081
805f70f7-24f0-4fa4-b15e-71a84d7d19a9;"SRID=4326;POINT(-78.4693863709 -0.124375037849)";-0.12437;-78.469386
92ebfb8c-8b37-41a1-9f0a-50ee8d060f6b;"SRID=4326;POINT(-78.4693282843 -0.124362870257)";-0.12436;-78.469328
391316a7-f5a4-49d6-8c6d-215f62ae1298;"SRID=4326;POINT(-78.5069214867 -0.124022934949)";-0.12402;-78.506921
8c3568c7-eb00-4182-8c45-07bc3e7b6e85;"SRID=4326;POINT(-78.4707395454 -0.122742201202)";-0.12274;-78.470739
5128f2ed-0bf3-44bd-89ae-17f09c16e388;"SRID=4326;POINT(-78.499684101 -0.121790226549)";-0.12179;-78.499684
75acf3d9-e11e-4f26-a6ed-87b8d41ef303;"SRID=4326;POINT(-78.4676096588 -0.121569356002)";-0.12156;-78.467609
63090c42-75cb-4db0-aa47-8b8bdee9a821;"SRID=4326;POINT(-78.4675526619 -0.121487213536)";-0.12148;-78.467552
29fa2800-2a95-4e82-8cb3-d1e6e6800b95;"SRID=4326;POINT(-78.4909284487 -0.121262579035)";-0.12126;-78.490928
c2077dbc-917d-471c-b62c-efb700eeb34f;"SRID=4326;POINT(-78.4947386296 -0.119485975039)";-0.11948;-78.494738
d047d960-e360-4c73-9f64-fd33f6227ec2;"SRID=4326;POINT(-78.4688161501 -0.11910315603)";-0.11910;-78.468816
159964d0-c7ad-4f4e-a211-33de03016842;"SRID=4326;POINT(-78.4967757483 -0.118287429214)";-0.11828;-78.496775
8c42bce1-1db0-4bca-92c8-647942fae80c;"SRID=4326;POINT(-78.5029118043 -0.11777445674)";-0.11777;-78.502911
e75cb44e-8fb9-4e10-8d5e-71c04c0173ed;"SRID=4326;POINT(-78.5027445015 -0.117466044612)";-0.11746;-78.502744
f6467990-3eea-4b79-9d04-771983f87752;"SRID=4326;POINT(-78.5033883646 -0.117409156129)";-0.11740;-78.503388
3664c701-cd09-4df5-b1e9-9b08b9e362ce;"SRID=4326;POINT(-78.4888953758 -0.11730400747)";-0.11730;-78.488895
0ba3172b-ae42-46ad-a273-7f5e5b0a788f;"SRID=4326;POINT(-78.4891323745 -0.117200717554)";-0.11720;-78.489132
6cec05c2-e355-4823-ae47-842083ac37b4;"SRID=4326;POINT(-78.4988808632 -0.116652542228)";-0.11665;-78.498880
9d690d2c-a65e-44a4-b076-732300c59bca;"SRID=4326;POINT(-78.4989007284 -0.116649814881)";-0.11664;-78.498900
2868adc7-3d7f-470b-971d-c607aa449fb4;"SRID=4326;POINT(-78.487916328 -0.116262616898)";-0.11626;-78.487916
9574206e-4897-46fb-9a75-8cbb7f11f0e1;"SRID=4326;POINT(-78.4945272162 -0.115575278003)";-0.11557;-78.494527
7c729bae-d755-4f94-8e27-54c881b43a73;"SRID=4326;POINT(-78.5019315407 -0.114861165538)";-0.11486;-78.501931
23ccde41-a1ca-4231-8def-a7284edfeea9;"SRID=4326;POINT(-78.4885183922 -0.112569230538)";-0.11256;-78.488518
c6b05330-297d-473a-9eaf-cec0898f1b48;"SRID=4326;POINT(-78.488557879 -0.112092909403)";-0.11209;-78.488557
7daa5306-9753-4c8c-8822-9e3efb8f38b9;"SRID=4326;POINT(-78.4991735593 -0.111429104582)";-0.11142;-78.499173
7be7d3c3-9de9-4589-8dfc-1f29cdc26533;"SRID=4326;POINT(-78.4893942253 -0.111039765179)";-0.11103;-78.489394
45cf2f74-d64d-4055-90d4-21f38437065f;"SRID=4326;POINT(-78.5055002198 -0.108940870984)";-0.10894;-78.505500
